threshold,precision,recall,f1,f2,specificity,roc_auc,pr_auc,tn,fp,fn,tp,false_positive_count,false_negative_count,true_positive_count,true_negative_count,total_cost
0.87,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.88,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.89,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.9,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.91,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.92,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.93,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.94,0.875,0.5384615384615384,0.6666666666666666,0.5833333333333334,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,6,7,1.0,6.0,7.0,7986.0,151.0
0.95,0.8571428571428571,0.46153846153846156,0.6,0.5084745762711864,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,7,6,1.0,7.0,6.0,7986.0,176.0
0.96,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.43103448275862066,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,8,5,1.0,8.0,5.0,7986.0,201.0
0.97,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.43103448275862066,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,8,5,1.0,8.0,5.0,7986.0,201.0
0.98,0.8,0.3076923076923077,0.4444444444444444,0.3508771929824561,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,9,4,1.0,9.0,4.0,7986.0,226.0
0.99,0.8,0.3076923076923077,0.4444444444444444,0.3508771929824561,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,9,4,1.0,9.0,4.0,7986.0,226.0
